season,league,competition,category,section,match_date,kickoff_time,home_team,away_team,home_score,away_score,stadium,attendance,status,match_url,match_id
2026,J1,明治安田J1百年構想リーグ,100yj1,14,2026-05-03,16:00,kasm,mcd,1.0,1.0,メルスタ,,finished,https://www.jleague.jp/match/j1/2026/050302/live/,2026-100yj1-14-kasm-vs-mcd
2026,J1,明治安田J1百年構想リーグ,100yj1,14,2026-05-03,15:00,c-os,fuku,1.0,1.0,ハナサカ,,finished,https://www.jleague.jp/match/j1/2026/050303/live/,2026-100yj1-14-c-os-vs-fuku
2026,J1,明治安田J1百年構想リーグ,100yj1,14,2026-05-03,17:00,ngsk,nago,1.0,2.0,ピースタ,,finished,https://www.jleague.jp/match/j1/2026/050304/live/,2026-100yj1-14-ngsk-vs-nago
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,15:00,FCtk,chib,0.0,3.0,味スタ,,finished,https://www.jleague.jp/match/j1/2026/050601/live/,2026-100yj1-15-FCtk-vs-chib
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,16:00,kasm,mito,3.0,0.0,メルスタ,,finished,https://www.jleague.jp/match/j1/2026/050602/live/,2026-100yj1-15-kasm-vs-mito
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,16:00,mcd,y-fm,2.0,0.0,Ｇスタ,,finished,https://www.jleague.jp/match/j1/2026/050603/live/,2026-100yj1-15-mcd-vs-y-fm
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,17:00,ka-f,tk-v,1.0,0.0,Ｕ等々力,,finished,https://www.jleague.jp/match/j1/2026/050604/live/,2026-100yj1-15-ka-f-vs-tk-v
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,19:00,kasw,uraw,0.0,1.0,三協Ｆ柏,,finished,https://www.jleague.jp/match/j1/2026/050605/live/,2026-100yj1-15-kasw-vs-uraw
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,13:00,shim,c-os,1.0,1.0,アイスタ,,finished,https://www.jleague.jp/match/j1/2026/050606/live/,2026-100yj1-15-shim-vs-c-os
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,13:00,ngsk,okay,2.0,1.0,ピースタ,,finished,https://www.jleague.jp/match/j1/2026/050607/live/,2026-100yj1-15-ngsk-vs-okay
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,14:00,nago,g-os,2.0,1.0,豊田ス,,finished,https://www.jleague.jp/match/j1/2026/050608/live/,2026-100yj1-15-nago-vs-g-os
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,14:00,fuku,kyot,1.0,1.0,ベススタ,,finished,https://www.jleague.jp/match/j1/2026/050609/live/,2026-100yj1-15-fuku-vs-kyot
2026,J1,明治安田J1百年構想リーグ,100yj1,15,2026-05-06,15:00,hiro,kobe,1.0,1.0,Ｅピース,,finished,https://www.jleague.jp/match/j1/2026/050610/live/,2026-100yj1-15-hiro-vs-kobe
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-09,14:03,mito,uraw,1.0,4.0,Ｋｓスタ,,finished,https://www.jleague.jp/match/j1/2026/050901/live/,2026-100yj1-16-mito-vs-uraw
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-09,16:03,c-os,ngsk,2.0,2.0,ハナサカ,,finished,https://www.jleague.jp/match/j1/2026/050902/live/,2026-100yj1-16-c-os-vs-ngsk
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,14:00,y-fm,kasm,,,日産ス,,unplayed,https://www.jleague.jp/match/j1/2026/051001/preview/,2026-100yj1-16-y-fm-vs-kasm
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,15:00,FCtk,tk-v,,,味スタ,,unplayed,https://www.jleague.jp/match/j1/2026/051002/preview/,2026-100yj1-16-FCtk-vs-tk-v
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,16:00,kasw,ka-f,,,三協Ｆ柏,,unplayed,https://www.jleague.jp/match/j1/2026/051003/preview/,2026-100yj1-16-kasw-vs-ka-f
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,17:00,chib,mcd,,,フクアリ,,unplayed,https://www.jleague.jp/match/j1/2026/051004/preview/,2026-100yj1-16-chib-vs-mcd
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,14:00,shim,fuku,,,アイスタ,,unplayed,https://www.jleague.jp/match/j1/2026/051005/preview/,2026-100yj1-16-shim-vs-fuku
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,14:00,kobe,okay,,,ノエスタ,,unplayed,https://www.jleague.jp/match/j1/2026/051006/preview/,2026-100yj1-16-kobe-vs-okay
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,15:00,g-os,hiro,,,パナスタ,,unplayed,https://www.jleague.jp/match/j1/2026/051007/preview/,2026-100yj1-16-g-os-vs-hiro
2026,J1,明治安田J1百年構想リーグ,100yj1,16,2026-05-10,16:00,nago,kyot,,,豊田ス,,unplayed,https://www.jleague.jp/match/j1/2026/051008/preview/,2026-100yj1-16-nago-vs-kyot
2026,J1,明治安田J1百年構想リーグ,100yj1,12,2026-05-13,19:00,mcd,tk-v,,,Ｇスタ,,unplayed,https://www.jleague.jp/match/j1/2026/051301/preview/,2026-100yj1-12-mcd-vs-tk-v
2026,J1,明治安田J1百年構想リーグ,100yj1,12,2026-05-13,19:00,kobe,kyot,,,ノエスタ,,unplayed,https://www.jleague.jp/match/j1/2026/051302/preview/,2026-100yj1-12-kobe-vs-kyot
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-16,14:00,mito,tk-v,,,Ｋｓスタ,,unplayed,https://www.jleague.jp/match/j1/2026/051601/preview/,2026-100yj1-17-mito-vs-tk-v
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-16,16:00,uraw,FCtk,,,埼玉,,unplayed,https://www.jleague.jp/match/j1/2026/051602/preview/,2026-100yj1-17-uraw-vs-FCtk
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-16,17:00,y-fm,kasw,,,日産ス,,unplayed,https://www.jleague.jp/match/j1/2026/051603/preview/,2026-100yj1-17-y-fm-vs-kasw
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-17,14:00,chib,kasm,,,フクアリ,,unplayed,https://www.jleague.jp/match/j1/2026/051701/preview/,2026-100yj1-17-chib-vs-kasm
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-17,19:00,ka-f,mcd,,,Ｕ等々力,,unplayed,https://www.jleague.jp/match/j1/2026/051702/preview/,2026-100yj1-17-ka-f-vs-mcd
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-17,13:00,ngsk,kobe,,,ピースタ,,unplayed,https://www.jleague.jp/match/j1/2026/051703/preview/,2026-100yj1-17-ngsk-vs-kobe
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-17,14:00,okay,shim,,,ＪＦＥス,,unplayed,https://www.jleague.jp/match/j1/2026/051704/preview/,2026-100yj1-17-okay-vs-shim
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-17,15:00,kyot,hiro,,,サンガＳ,,unplayed,https://www.jleague.jp/match/j1/2026/051705/preview/,2026-100yj1-17-kyot-vs-hiro
2026,J1,明治安田J1百年構想リーグ,100yj1,17,2026-05-17,15:00,c-os,nago,,,ハナサカ,,unplayed,https://www.jleague.jp/match/j1/2026/051706/preview/,2026-100yj1-17-c-os-vs-nago
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-22,19:30,mcd,uraw,,,MUFG,,unplayed,https://www.jleague.jp/match/j1/2026/052201/preview/,2026-100yj1-18-mcd-vs-uraw
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-23,17:30,kasm,FCtk,,,メルスタ,,unplayed,https://www.jleague.jp/match/j1/2026/052301/preview/,2026-100yj1-18-kasm-vs-FCtk
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-23,18:00,kasw,chib,,,三協Ｆ柏,,unplayed,https://www.jleague.jp/match/j1/2026/052302/preview/,2026-100yj1-18-kasw-vs-chib
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-23,14:00,hiro,nago,,,Ｅピース,,unplayed,https://www.jleague.jp/match/j1/2026/052303/preview/,2026-100yj1-18-hiro-vs-nago
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-23,14:00,fuku,kobe,,,ベススタ,,unplayed,https://www.jleague.jp/match/j1/2026/052304/preview/,2026-100yj1-18-fuku-vs-kobe
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-23,19:00,kyot,ngsk,,,サンガＳ,,unplayed,https://www.jleague.jp/match/j1/2026/052305/preview/,2026-100yj1-18-kyot-vs-ngsk
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-24,14:00,mito,ka-f,,,Ｋｓスタ,,unplayed,https://www.jleague.jp/match/j1/2026/052401/preview/,2026-100yj1-18-mito-vs-ka-f
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-24,14:00,tk-v,y-fm,,,味スタ,,unplayed,https://www.jleague.jp/match/j1/2026/052402/preview/,2026-100yj1-18-tk-v-vs-y-fm
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-24,12:55,okay,c-os,,,ＪＦＥス,,unplayed,https://www.jleague.jp/match/j1/2026/052403/preview/,2026-100yj1-18-okay-vs-c-os
2026,J1,明治安田J1百年構想リーグ,100yj1,18,2026-05-24,17:00,shim,g-os,,,MUFG,,unplayed,https://www.jleague.jp/match/j1/2026/052404/preview/,2026-100yj1-18-shim-vs-g-os
