Season,Competition,Section,Date,Home,Score,Away,Stadium,Attendance,Home_Goals,Away_Goals,Date_Parsed,Home_Rest_Days,Away_Rest_Days,Away_Travel_Distance_km,Weather,Home_Formation,Away_Formation
2021,Ｊ１,第１節第１日,21/02/26(金),川崎Ｆ,2-0,横浜FM,等々力,4868,2,0,2021-02-26,0.0,0.0,6.7,曇,4-1-2-3,4-2-3-1
2021,Ｊ１,第１節第２日,21/02/27(土),浦和,1-1,FC東京,埼玉,4943,1,1,2021-02-27,0.0,0.0,27.7,晴,4-2-3-1,4-2-3-1
2021,Ｊ１,第１節第２日,21/02/27(土),札幌,5-1,横浜FC,札幌ド,11897,5,1,2021-02-27,0.0,0.0,852.1,屋内,3-4-2-1,3-4-2-1
2021,Ｊ１,第１節第２日,21/02/27(土),大分,1-1,徳島,昭和電ド,7012,1,1,2021-02-27,0.0,0.0,296.6,曇,3-4-2-1,4-2-3-1
2021,Ｊ１,第１節第２日,21/02/27(土),広島,1-1,仙台,Ｅスタ,8820,1,1,2021-02-27,0.0,0.0,873.1,晴,3-4-2-1,4-4-2
2021,Ｊ１,第１節第２日,21/02/27(土),鹿島,1-3,清水,カシマ,9312,1,3,2021-02-27,0.0,0.0,222.2,晴,4-4-2,4-4-2
2021,Ｊ１,第１節第２日,21/02/27(土),湘南,0-1,鳥栖,レモンＳ,4721,0,1,2021-02-27,0.0,0.0,841.7,晴,3-3-2-2,3-3-2-2
2021,Ｊ１,第１節第２日,21/02/27(土),Ｃ大阪,2-0,柏,ヤンマー,4481,2,0,2021-02-27,0.0,0.0,427.7,晴,4-4-2,3-4-2-1
2021,Ｊ１,第１節第２日,21/02/27(土),神戸,1-0,Ｇ大阪,ノエスタ,4636,1,0,2021-02-27,0.0,0.0,33.3,晴,4-4-2,4-4-2
2021,Ｊ１,第１節第３日,21/02/28(日),福岡,1-2,名古屋,ベススタ,4991,1,2,2021-02-28,0.0,0.0,642.0,晴,4-4-2,4-2-3-1
2021,Ｊ１,第１１節第１日,21/03/03(水),川崎Ｆ,3-2,Ｃ大阪,等々力,4756,3,2,2021-03-03,5.0,4.0,390.9,晴,4-1-2-3,4-4-2
2021,Ｊ１,第２節第１日,21/03/06(土),清水,2-2,福岡,アイスタ,9063,2,2,2021-03-06,7.0,6.0,759.8,晴,4-4-2,4-4-2
2021,Ｊ１,第２節第１日,21/03/06(土),FC東京,3-2,Ｃ大阪,味スタ,4768,3,2,2021-03-06,7.0,3.0,383.0,晴,4-2-3-1,4-4-2
2021,Ｊ１,第２節第１日,21/03/06(土),徳島,1-1,神戸,鳴門大塚,7454,1,1,2021-03-06,7.0,7.0,76.1,晴,4-2-3-1,4-4-2
2021,Ｊ１,第２節第１日,21/03/06(土),仙台,1-5,川崎Ｆ,ユアスタ,9005,1,5,2021-03-06,7.0,3.0,324.1,晴,4-4-2,4-1-2-3
2021,Ｊ１,第２節第１日,21/03/06(土),横浜FC,1-2,大分,ニッパツ,4422,1,2,2021-03-06,7.0,7.0,778.1,晴,3-4-2-1,3-4-2-1
2021,Ｊ１,第２節第１日,21/03/06(土),鳥栖,2-0,浦和,駅スタ,7452,2,0,2021-03-06,7.0,7.0,885.5,曇,3-3-2-2,4-2-3-1
2021,Ｊ１,第２節第１日,21/03/06(土),柏,2-1,湘南,三協Ｆ柏,3898,2,1,2021-03-06,7.0,7.0,81.9,曇,3-4-2-1,3-3-2-2
2021,Ｊ１,第２節第１日,21/03/06(土),名古屋,1-0,札幌,豊田ス,9846,1,0,2021-03-06,6.0,7.0,954.7,曇,4-2-3-1,3-4-2-1
2021,Ｊ１,第２節第２日,21/03/07(日),横浜FM,3-3,広島,日産ス,4906,3,3,2021-03-07,9.0,8.0,667.4,曇,4-2-3-1,3-4-2-1
2021,Ｊ１,第３節第１日,21/03/10(水),柏,0-1,名古屋,三協Ｆ柏,2877,0,1,2021-03-10,4.0,4.0,270.2,晴,3-4-2-1,4-2-3-1
2021,Ｊ１,第３節第１日,21/03/10(水),浦和,2-0,横浜FC,埼玉,4524,2,0,2021-03-10,4.0,4.0,44.0,晴,4-2-3-1,3-4-2-1
2021,Ｊ１,第３節第１日,21/03/10(水),FC東京,2-3,神戸,味スタ,4707,2,3,2021-03-10,4.0,4.0,412.8,晴,4-2-3-1,4-4-2
2021,Ｊ１,第３節第１日,21/03/10(水),福岡,1-3,横浜FM,ベススタ,4607,1,3,2021-03-10,4.0,3.0,872.3,晴,4-4-2,4-2-3-1
2021,Ｊ１,第３節第１日,21/03/10(水),広島,2-1,札幌,Ｅスタ,3821,2,1,2021-03-10,3.0,4.0,1232.8,晴,3-4-2-1,3-4-2-1
2021,Ｊ１,第３節第１日,21/03/10(水),鹿島,3-1,湘南,カシマ,4546,3,1,2021-03-10,11.0,4.0,136.6,晴,4-4-2,3-3-2-2
2021,Ｊ１,第３節第１日,21/03/10(水),Ｃ大阪,2-1,清水,ヤンマー,6063,2,1,2021-03-10,4.0,4.0,274.3,晴,4-4-2,4-4-2
2021,Ｊ１,第３節第１日,21/03/10(水),川崎Ｆ,2-0,徳島,等々力,4853,2,0,2021-03-10,4.0,4.0,487.0,晴,4-1-2-3,4-2-3-1
2021,Ｊ１,第３節第１日,21/03/10(水),鳥栖,5-0,仙台,駅スタ,4604,5,0,2021-03-10,4.0,4.0,1085.2,晴,3-3-2-2,4-4-2
2021,Ｊ１,第４節第１日,21/03/13(土),徳島,1-2,福岡,鳴門大塚,4203,1,2,2021-03-13,3.0,3.0,393.3,晴,4-2-3-1,4-4-2
2021,Ｊ１,第４節第１日,21/03/13(土),横浜FC,1-4,Ｃ大阪,ニッパツ,2857,1,4,2021-03-13,3.0,3.0,385.9,雨のち曇,3-4-2-1,4-4-2
2021,Ｊ１,第４節第１日,21/03/13(土),鹿島,1-1,広島,カシマ,6829,1,1,2021-03-13,3.0,3.0,766.1,雨のち曇,4-4-2,3-4-2-1
2021,Ｊ１,第４節第１日,21/03/13(土),湘南,3-1,仙台,レモンＳ,3642,3,1,2021-03-13,3.0,3.0,359.0,雨,3-3-2-2,4-4-2
2021,Ｊ１,第４節第１日,21/03/13(土),川崎Ｆ,1-0,柏,等々力,4744,1,0,2021-03-13,3.0,3.0,43.4,雨,4-1-2-3,3-4-2-1
2021,Ｊ１,第４節第１日,21/03/13(土),神戸,0-1,名古屋,ノエスタ,8934,0,1,2021-03-13,3.0,3.0,187.4,屋内,4-4-2,4-2-3-1
2021,Ｊ１,第４節第２日,21/03/14(日),横浜FM,3-0,浦和,日産ス,4864,3,0,2021-03-14,4.0,4.0,39.4,晴,4-2-3-1,4-2-3-1
2021,Ｊ１,第４節第２日,21/03/14(日),清水,0-0,鳥栖,アイスタ,7715,0,0,2021-03-14,4.0,4.0,757.7,晴,4-4-2,3-3-2-2
2021,Ｊ１,第４節第２日,21/03/14(日),大分,1-1,FC東京,昭和電ド,9590,1,1,2021-03-14,8.0,4.0,776.1,屋内,3-4-2-1,4-2-3-1
2021,Ｊ１,第５節第１日,21/03/17(水),FC東京,3-2,湘南,味スタ,4133,3,2,2021-03-17,3.0,4.0,39.1,晴,4-2-3-1,3-3-2-2
2021,Ｊ１,第５節第１日,21/03/17(水),福岡,1-0,鹿島,ベススタ,4510,1,0,2021-03-17,4.0,4.0,972.3,晴,4-4-2,4-4-2
2021,Ｊ１,第５節第１日,21/03/17(水),浦和,0-0,札幌,埼玉,4571,0,0,2021-03-17,3.0,7.0,808.2,晴,4-2-3-1,3-4-2-1
2021,Ｊ１,第５節第１日,21/03/17(水),横浜FM,1-0,徳島,ニッパツ,4787,1,0,2021-03-17,3.0,4.0,483.1,晴,4-2-3-1,4-2-3-1
2021,Ｊ１,第５節第１日,21/03/17(水),名古屋,3-0,横浜FC,豊田ス,8457,3,0,2021-03-17,4.0,4.0,229.1,晴,4-2-3-1,3-4-2-1
2021,Ｊ１,第５節第１日,21/03/17(水),鳥栖,2-0,柏,駅スタ,5119,2,0,2021-03-17,3.0,4.0,910.8,晴,3-3-2-2,3-4-2-1
2021,Ｊ１,第５節第１日,21/03/17(水),Ｃ大阪,1-0,大分,ヤンマー,5230,1,0,2021-03-17,4.0,3.0,393.4,晴,4-4-2,3-4-2-1
2021,Ｊ１,第５節第１日,21/03/17(水),広島,1-0,清水,Ｅスタ,4145,1,0,2021-03-17,4.0,3.0,557.2,晴,3-4-2-1,4-4-2
2021,Ｊ１,第５節第１日,21/03/17(水),神戸,1-1,川崎Ｆ,ノエスタ,7446,1,1,2021-03-17,4.0,4.0,421.1,屋内,4-4-2,4-1-2-3
2021,Ｊ１,第６節第１日,21/03/20(土・祝),札幌,3-4,神戸,札幌ド,9512,3,4,2021-03-20,3.0,3.0,1071.8,屋内,3-4-2-1,4-4-2
2021,Ｊ１,第６節第２日,21/03/21(日),FC東京,2-1,仙台,味スタ,4402,2,1,2021-03-21,4.0,8.0,320.0,雨のち曇,4-2-3-1,4-4-2
2021,Ｊ１,第６節第２日,21/03/21(日),鳥栖,0-0,福岡,駅スタ,9631,0,0,2021-03-21,4.0,4.0,25.1,曇のち晴,3-3-2-2,4-4-2
2021,Ｊ１,第６節第２日,21/03/21(日),徳島,2-1,横浜FC,鳴門大塚,5180,2,1,2021-03-21,4.0,4.0,481.5,曇のち雨,4-2-3-1,3-4-2-1
2021,Ｊ１,第６節第２日,21/03/21(日),大分,1-3,広島,昭和電ド,6231,1,3,2021-03-21,4.0,4.0,149.4,屋内,3-4-2-1,3-4-2-1
2021,Ｊ１,第６節第２日,21/03/21(日),湘南,0-0,Ｃ大阪,レモンＳ,3585,0,0,2021-03-21,4.0,4.0,357.7,雨,3-3-2-2,4-4-2
2021,Ｊ１,第６節第２日,21/03/21(日),浦和,0-5,川崎Ｆ,埼玉,4679,0,5,2021-03-21,4.0,4.0,32.8,雨,4-2-3-1,4-1-2-3
2021,Ｊ１,第６節第２日,21/03/21(日),鹿島,0-1,名古屋,カシマ,7809,0,1,2021-03-21,4.0,4.0,331.2,雨,4-4-2,4-2-3-1
2021,Ｊ１,第６節第２日,21/03/21(日),柏,1-2,清水,三協Ｆ柏,3236,1,2,2021-03-21,4.0,4.0,164.7,雨,3-4-2-1,4-4-2
2021,Ｊ１,第７節第１日,21/04/02(金),Ｃ大阪,1-0,鳥栖,ヤンマー,7014,1,0,2021-04-02,12.0,12.0,484.1,曇,4-4-2,3-3-2-2
2021,Ｊ１,第７節第２日,21/04/03(土),横浜FM,1-1,湘南,日産ス,9152,1,1,2021-04-03,17.0,13.0,32.8,晴,4-2-3-1,3-3-2-2
2021,Ｊ１,第７節第２日,21/04/03(土),広島,0-0,Ｇ大阪,Ｅスタ,8665,0,0,2021-04-03,13.0,35.0,284.0,曇,3-4-2-1,4-4-2
2021,Ｊ１,第７節第２日,21/04/03(土),名古屋,0-0,FC東京,豊田ス,15035,0,0,2021-04-03,13.0,13.0,225.6,曇,4-2-3-1,4-2-3-1
2021,Ｊ１,第７節第２日,21/04/03(土),仙台,0-2,神戸,ユアスタ,4619,0,2,2021-04-03,13.0,14.0,652.4,晴,4-4-2,4-4-2
2021,Ｊ１,第７節第２日,21/04/03(土),福岡,1-2,札幌,ベススタ,4432,1,2,2021-04-03,13.0,14.0,1418.0,晴のち曇,4-4-2,3-4-2-1
2021,Ｊ１,第７節第２日,21/04/03(土),浦和,2-1,鹿島,埼玉,9975,2,1,2021-04-03,13.0,13.0,87.4,晴,4-2-3-1,4-4-2
2021,Ｊ１,第７節第２日,21/04/03(土),横浜FC,1-1,柏,ニッパツ,3941,1,1,2021-04-03,13.0,13.0,53.5,晴,3-4-2-1,3-4-2-1
2021,Ｊ１,第７節第２日,21/04/03(土),川崎Ｆ,2-0,大分,等々力,9810,2,0,2021-04-03,13.0,13.0,783.6,曇,4-1-2-3,3-4-2-1
2021,Ｊ１,第７節第３日,21/04/04(日),清水,0-3,徳島,アイスタ,7464,0,3,2021-04-04,14.0,14.0,368.1,曇のち雨,4-4-2,4-2-3-1
2021,Ｊ１,第８節第１日,21/04/06(火),横浜FM,1-0,Ｃ大阪,日産ス,7980,1,0,2021-04-06,3.0,4.0,387.3,曇,4-2-3-1,4-4-2
2021,Ｊ１,第８節第２日,21/04/07(水),鹿島,2-1,柏,カシマ,4550,2,1,2021-04-07,4.0,4.0,61.4,晴,4-4-2,3-4-2-1
2021,Ｊ１,第８節第２日,21/04/07(水),清水,0-2,浦和,アイスタ,5548,0,2,2021-04-07,3.0,4.0,144.1,晴,4-4-2,4-2-3-1
2021,Ｊ１,第８節第２日,21/04/07(水),川崎Ｆ,1-0,鳥栖,等々力,9173,1,0,2021-04-07,4.0,5.0,874.8,晴,4-1-2-3,3-3-2-2
2021,Ｊ１,第８節第２日,21/04/07(水),横浜FC,0-3,広島,ニッパツ,1899,0,3,2021-04-07,4.0,4.0,666.4,晴,3-4-2-1,3-4-2-1
2021,Ｊ１,第８節第２日,21/04/07(水),湘南,0-0,名古屋,レモンＳ,5285,0,0,2021-04-07,4.0,4.0,201.6,晴,3-3-2-2,4-2-3-1
2021,Ｊ１,第８節第２日,21/04/07(水),Ｇ大阪,0-0,福岡,パナスタ,5604,0,0,2021-04-07,4.0,4.0,487.9,晴,4-4-2,4-4-2
2021,Ｊ１,第８節第２日,21/04/07(水),神戸,1-0,大分,ノエスタ,5180,1,0,2021-04-07,4.0,4.0,365.4,屋内,4-4-2,3-4-2-1
2021,Ｊ１,第８節第２日,21/04/07(水),徳島,1-0,仙台,鳴門大塚,3515,1,0,2021-04-07,3.0,4.0,727.9,晴,4-2-3-1,4-4-2
2021,Ｊ１,第８節第２日,21/04/07(水),FC東京,2-1,札幌,味スタ,6236,2,1,2021-04-07,4.0,4.0,834.6,晴,4-2-3-1,3-4-2-1
2021,Ｊ１,第９節第１日,21/04/10(土),広島,0-1,湘南,Ｅスタ,7085,0,1,2021-04-10,3.0,3.0,639.0,晴,3-4-2-1,3-3-2-2
2021,Ｊ１,第９節第１日,21/04/10(土),Ｃ大阪,2-2,福岡,ヤンマー,4607,2,2,2021-04-10,4.0,3.0,485.6,晴,4-4-2,4-4-2
2021,Ｊ１,第９節第２日,21/04/11(日),札幌,2-2,鹿島,札幌ド,10342,2,2,2021-04-11,4.0,4.0,786.9,屋内,3-4-2-1,4-4-2
2021,Ｊ１,第９節第２日,21/04/11(日),FC東京,2-4,川崎Ｆ,味スタ,17615,2,4,2021-04-11,4.0,4.0,13.3,晴,4-2-3-1,4-1-2-3
2021,Ｊ１,第９節第２日,21/04/11(日),仙台,0-0,横浜FM,ユアスタ,4355,0,0,2021-04-11,4.0,5.0,330.8,晴,4-4-2,4-2-3-1
2021,Ｊ１,第９節第２日,21/04/11(日),大分,0-3,名古屋,昭和電ド,5919,0,3,2021-04-11,4.0,4.0,550.8,晴,3-4-2-1,4-2-3-1
2021,Ｊ１,第９節第２日,21/04/11(日),鳥栖,3-0,横浜FC,駅スタ,7334,3,0,2021-04-11,4.0,4.0,869.9,晴,3-3-2-2,3-4-2-1
2021,Ｊ１,第９節第２日,21/04/11(日),浦和,1-0,徳島,埼玉,9972,1,0,2021-04-11,4.0,4.0,500.0,晴,4-2-3-1,4-2-3-1
2021,Ｊ１,第９節第２日,21/04/11(日),柏,1-0,Ｇ大阪,三協Ｆ柏,5555,1,0,2021-04-11,4.0,4.0,423.7,晴,3-4-2-1,4-4-2
2021,Ｊ１,第９節第２日,21/04/11(日),神戸,1-1,清水,ノエスタ,8350,1,1,2021-04-11,4.0,4.0,306.2,屋内,4-4-2,4-4-2
2021,Ｊ１,第１８節第１日,21/04/14(水),Ｃ大阪,1-2,徳島,ヤンマー,2711,1,2,2021-04-14,4.0,3.0,98.1,曇,4-4-2,4-2-3-1
2021,Ｊ１,第１８節第１日,21/04/14(水),鳥栖,0-1,Ｇ大阪,駅スタ,4512,0,1,2021-04-14,3.0,3.0,487.2,晴,3-3-2-2,4-4-2
2021,Ｊ１,第１９節第１日,21/04/14(水),川崎Ｆ,3-1,福岡,等々力,6958,3,1,2021-04-14,3.0,4.0,875.6,雨一時雷雨,4-1-2-3,4-4-2
2021,Ｊ１,第１９節第１日,21/04/14(水),名古屋,1-0,広島,豊田ス,7986,1,0,2021-04-14,3.0,4.0,437.4,曇,4-2-3-1,3-4-2-1
2021,Ｊ１,第１０節第１日,21/04/16(金),札幌,1-3,横浜FM,札幌ド,9222,1,3,2021-04-16,5.0,5.0,847.5,屋内,3-4-2-1,4-2-3-1
2021,Ｊ１,第１０節第２日,21/04/17(土),大分,0-1,柏,昭和電ド,5237,0,1,2021-04-17,6.0,6.0,821.0,屋内,3-4-2-1,3-4-2-1
2021,Ｊ１,第１０節第２日,21/04/17(土),徳島,0-1,鹿島,鳴門大塚,5748,0,1,2021-04-17,3.0,6.0,585.3,雨,4-2-3-1,4-4-2
2021,Ｊ１,第１０節第２日,21/04/17(土),横浜FC,2-2,仙台,ニッパツ,2997,2,2,2021-04-17,6.0,6.0,335.3,曇時々雨,3-4-2-1,4-4-2
2021,Ｊ１,第１０節第２日,21/04/17(土),福岡,1-0,FC東京,ベススタ,4981,1,0,2021-04-17,3.0,6.0,867.2,晴,4-4-2,4-2-3-1
2021,Ｊ１,第１０節第２日,21/04/17(土),湘南,0-0,神戸,レモンＳ,4796,0,0,2021-04-17,7.0,6.0,388.7,雨,3-3-2-2,4-4-2
2021,Ｊ１,第１０節第３日,21/04/18(日),川崎Ｆ,1-1,広島,等々力,9720,1,1,2021-04-18,4.0,4.0,670.4,晴,4-1-2-3,3-4-2-1
2021,Ｊ１,第１０節第３日,21/04/18(日),Ｃ大阪,1-0,浦和,ヤンマー,4672,1,0,2021-04-18,4.0,7.0,402.8,曇一時雨時々晴,4-4-2,4-2-3-1
2021,Ｊ１,第１０節第３日,21/04/18(日),名古屋,1-2,鳥栖,豊田ス,9552,1,2,2021-04-18,4.0,4.0,641.1,曇時々雨,4-2-3-1,3-3-2-2
2021,Ｊ１,第１０節第３日,21/04/18(日),Ｇ大阪,0-0,清水,パナスタ,4819,0,0,2021-04-18,4.0,7.0,273.2,雨のち晴時々曇,4-4-2,4-4-2
2021,Ｊ１,第１１節第２日,21/04/22(木),名古屋,2-0,Ｇ大阪,豊田ス,7463,2,0,2021-04-22,4.0,4.0,154.1,晴,4-2-3-1,4-4-2
2021,Ｊ１,第１１節第３日,21/04/24(土),札幌,2-1,仙台,札幌厚別,4336,2,1,2021-04-24,8.0,7.0,524.2,晴,3-4-2-1,4-4-2
2021,Ｊ１,第１１節第３日,21/04/24(土),横浜FM,5-0,横浜FC,日産ス,12297,5,0,2021-04-24,8.0,7.0,4.6,晴,4-2-3-1,3-4-2-1
2021,Ｊ１,第１１節第３日,21/04/24(土),FC東京,1-2,鳥栖,味スタ,4914,1,2,2021-04-24,7.0,6.0,866.7,晴,4-2-3-1,3-3-2-2
2021,Ｊ１,第１１節第３日,21/04/24(土),広島,1-2,福岡,Ｅスタ,7290,1,2,2021-04-24,6.0,7.0,208.2,晴,3-4-2-1,4-4-2
2021,Ｊ１,第１１節第３日,21/04/24(土),柏,5-1,徳島,三協Ｆ柏,4374,5,1,2021-04-24,7.0,7.0,524.6,晴,3-4-2-1,4-2-3-1
2021,Ｊ１,第１１節第３日,21/04/24(土),鹿島,1-1,神戸,カシマ,10223,1,1,2021-04-24,7.0,7.0,518.2,晴,4-4-2,4-4-2
2021,Ｊ１,第１１節第４日,21/04/25(日),清水,1-1,湘南,アイスタ,7767,1,1,2021-04-25,7.0,8.0,86.0,曇時々晴のち雨,4-4-2,3-3-2-2
2021,Ｊ１,第１１節第４日,21/04/25(日),浦和,3-2,大分,埼玉,9270,3,2,2021-04-25,7.0,8.0,796.2,曇,4-2-3-1,3-4-2-1
2021,Ｊ１,第２２節第１日,21/04/29(木・祝),名古屋,0-4,川崎Ｆ,豊田ス,9693,0,4,2021-04-29,7.0,11.0,233.7,雨,4-2-3-1,4-1-2-3
2021,Ｊ１,第１２節第１日,21/05/01(土),福岡,2-0,浦和,ベススタ,6906,2,0,2021-05-01,7.0,6.0,885.5,曇時々晴,4-4-2,4-2-3-1
2021,Ｊ１,第１２節第１日,21/05/01(土),仙台,1-0,柏,ユアスタ,4292,1,0,2021-05-01,7.0,7.0,284.5,曇,4-4-2,3-4-2-1
2021,Ｊ１,第１２節第１日,21/05/01(土),FC東京,0-3,横浜FM,味スタ,0,0,3,2021-05-01,7.0,7.0,16.8,晴一時曇一時雨,4-2-3-1,4-2-3-1
2021,Ｊ１,第１２節第１日,21/05/01(土),神戸,3-0,広島,ノエスタ,0,3,0,2021-05-01,7.0,7.0,251.0,屋内,4-4-2,3-4-2-1
2021,Ｊ１,第１２節第１日,21/05/01(土),鳥栖,2-0,徳島,駅スタ,6950,2,0,2021-05-01,7.0,7.0,390.0,晴,3-3-2-2,4-2-3-1
2021,Ｊ１,第１２節第１日,21/05/01(土),横浜FC,0-3,鹿島,ニッパツ,4896,0,3,2021-05-01,7.0,7.0,106.7,曇のち雨,3-4-2-1,4-4-2
2021,Ｊ１,第１２節第２日,21/05/02(日),大分,1-0,清水,昭和電ド,7246,1,0,2021-05-02,7.0,7.0,664.4,屋内,3-4-2-1,4-4-2
2021,Ｊ１,第１２節第２日,21/05/02(日),Ｃ大阪,1-1,Ｇ大阪,ヤンマー,0,1,1,2021-05-02,14.0,10.0,16.0,雨のち曇,4-4-2,4-4-2
2021,Ｊ１,第１２節第２日,21/05/02(日),湘南,0-0,札幌,レモンＳ,4956,0,0,2021-05-02,7.0,8.0,872.2,晴,3-3-2-2,3-4-2-1
2021,Ｊ１,第１２節第３日,21/05/04(火・祝),川崎Ｆ,3-2,名古屋,等々力,4954,3,2,2021-05-04,5.0,5.0,233.7,晴,4-1-2-3,4-2-3-1
2021,Ｊ１,第１３節第１日,21/05/08(土),鳥栖,0-0,広島,駅スタ,6679,0,0,2021-05-08,7.0,7.0,212.2,曇,3-3-2-2,3-4-2-1
2021,Ｊ１,第１３節第１日,21/05/08(土),名古屋,1-0,Ｃ大阪,豊田ス,4898,1,0,2021-05-08,4.0,6.0,157.5,曇,4-2-3-1,4-4-2
2021,Ｊ１,第１３節第１日,21/05/08(土),Ｇ大阪,0-2,川崎Ｆ,パナスタ,0,0,2,2021-05-08,6.0,4.0,387.8,曇,4-4-2,4-1-2-3
2021,Ｊ１,第１３節第２日,21/05/09(日),横浜FM,2-0,神戸,日産ス,4977,2,0,2021-05-09,8.0,8.0,417.8,晴,4-2-3-1,4-4-2
2021,Ｊ１,第１３節第２日,21/05/09(日),福岡,1-0,柏,ベススタ,4688,1,0,2021-05-09,8.0,8.0,911.0,晴,4-4-2,3-4-2-1
2021,Ｊ１,第１３節第２日,21/05/09(日),清水,1-1,横浜FC,アイスタ,8097,1,1,2021-05-09,7.0,8.0,115.7,晴,4-4-2,3-4-2-1
2021,Ｊ１,第１３節第２日,21/05/09(日),湘南,2-0,大分,レモンＳ,4943,2,0,2021-05-09,7.0,7.0,749.3,晴,3-3-2-2,3-4-2-1
2021,Ｊ１,第１３節第２日,21/05/09(日),徳島,1-2,札幌,鳴門大塚,4954,1,2,2021-05-09,8.0,7.0,1145.8,晴,4-2-3-1,3-4-2-1
2021,Ｊ１,第１３節第２日,21/05/09(日),浦和,2-0,仙台,埼玉,4750,2,0,2021-05-09,8.0,8.0,292.5,曇,4-2-3-1,4-4-2
2021,Ｊ１,第１３節第２日,21/05/09(日),鹿島,3-0,FC東京,カシマ,7346,3,0,2021-05-09,8.0,8.0,105.8,晴,4-4-2,4-2-3-1
2021,Ｊ１,第２０節第１日,21/05/12(水),Ｇ大阪,1-2,広島,パナスタ,0,1,2,2021-05-12,4.0,4.0,284.0,雨のち曇,4-4-2,3-4-2-1
2021,Ｊ１,第２０節第１日,21/05/12(水),川崎Ｆ,2-2,仙台,等々力,4752,2,2,2021-05-12,4.0,3.0,324.1,曇,4-1-2-3,4-4-2
2021,Ｊ１,第２１節第１日,21/05/12(水),名古屋,0-2,鹿島,豊田ス,4844,0,2,2021-05-12,4.0,3.0,331.2,曇,4-2-3-1,4-4-2
2021,Ｊ１,第１４節第１日,21/05/15(土),清水,0-3,名古屋,アイスタ,8524,0,3,2021-05-15,6.0,3.0,121.8,晴,4-4-2,4-2-3-1
2021,Ｊ１,第１４節第１日,21/05/15(土),仙台,0-1,福岡,ユアスタ,6249,0,1,2021-05-15,3.0,6.0,1079.6,晴のち曇,4-4-2,4-4-2
2021,Ｊ１,第１４節第１日,21/05/15(土),鹿島,5-3,横浜FM,カシマ,11630,5,3,2021-05-15,3.0,6.0,104.1,晴,4-4-2,4-2-3-1
2021,Ｊ１,第１４節第１日,21/05/15(土),神戸,1-1,Ｃ大阪,ノエスタ,4333,1,1,2021-05-15,6.0,7.0,34.3,曇,4-4-2,4-4-2
2021,Ｊ１,第１４節第１日,21/05/15(土),柏,0-4,FC東京,三協Ｆ柏,4484,0,4,2021-05-15,6.0,6.0,46.1,曇時々晴,3-4-2-1,4-2-3-1
2021,Ｊ１,第１４節第１日,21/05/15(土),大分,1-1,鳥栖,昭和電ド,5037,1,1,2021-05-15,6.0,7.0,103.9,屋内,3-4-2-1,3-3-2-2
2021,Ｊ１,第１４節第１日,21/05/15(土),広島,0-1,徳島,Ｅスタ,3190,0,1,2021-05-15,3.0,6.0,199.7,雨,3-4-2-1,4-2-3-1
2021,Ｊ１,第１４節第１日,21/05/15(土),横浜FC,2-0,湘南,ニッパツ,4770,2,0,2021-05-15,6.0,6.0,29.9,晴,3-4-2-1,3-3-2-2
2021,Ｊ１,第１４節第２日,21/05/16(日),川崎Ｆ,2-0,札幌,等々力,4932,2,0,2021-05-16,4.0,7.0,840.9,曇,4-1-2-3,3-4-2-1
2021,Ｊ１,第１４節第２日,21/05/16(日),Ｇ大阪,0-3,浦和,パナスタ,0,0,3,2021-05-16,4.0,7.0,398.5,曇,4-4-2,4-2-3-1
2021,Ｊ１,第１５節第１日,21/05/22(土),札幌,2-0,清水,札幌ド,3334,2,0,2021-05-22,6.0,7.0,924.2,屋内,3-4-2-1,4-4-2
2021,Ｊ１,第１５節第１日,21/05/22(土),仙台,2-1,大分,ユアスタ,5045,2,1,2021-05-22,7.0,7.0,1009.7,曇,4-4-2,3-4-2-1
2021,Ｊ１,第１５節第１日,21/05/22(土),鳥栖,2-1,鹿島,駅スタ,7079,2,1,2021-05-22,7.0,7.0,972.0,曇のち晴,3-3-2-2,4-4-2
2021,Ｊ１,第１５節第１日,21/05/22(土),川崎Ｆ,3-1,横浜FC,等々力,4942,3,1,2021-05-22,6.0,7.0,11.3,曇,4-1-2-3,3-4-2-1
2021,Ｊ１,第１５節第１日,21/05/22(土),浦和,2-0,神戸,埼玉,4917,2,0,2021-05-22,6.0,7.0,431.7,曇,4-2-3-1,4-4-2
2021,Ｊ１,第１５節第１日,21/05/22(土),福岡,2-1,湘南,ベススタ,4117,2,1,2021-05-22,7.0,7.0,843.1,晴,4-4-2,3-3-2-2
2021,Ｊ１,第１５節第１日,21/05/22(土),横浜FM,1-1,柏,日産ス,4941,1,1,2021-05-22,7.0,7.0,49.6,曇,4-2-3-1,3-4-2-1
2021,Ｊ１,第１５節第１日,21/05/22(土),徳島,0-0,名古屋,鳴門大塚,5738,0,0,2021-05-22,7.0,7.0,254.6,晴,4-2-3-1,4-2-3-1
2021,Ｊ１,第１５節第１日,21/05/22(土),FC東京,1-0,Ｇ大阪,味スタ,4886,1,0,2021-05-22,7.0,6.0,379.5,曇,4-2-3-1,4-4-2
2021,Ｊ１,第１５節第２日,21/05/23(日),Ｃ大阪,1-2,広島,ヤンマー,0,1,2,2021-05-23,8.0,8.0,283.6,晴,4-4-2,3-4-2-1
2021,Ｊ１,第１６節第１日,21/05/26(水),広島,2-2,浦和,Ｅスタ,3681,2,2,2021-05-26,3.0,4.0,679.0,曇,3-4-2-1,4-2-3-1
