year,team_name,player_name,pos,games,goals,assists,cbp_attack,cbp_attack_90,shoot_point,shoot_point_90,goal_point,goal_point_90
2025,横浜Ｆ・マリノス,遠野　大弥,FW,21,5,1,27.52,1.78,21.93,1.42,19.79,1.28
2025,横浜Ｆ・マリノス,植中　朝日,FW,33,8,4,21.59,0.80,24.80,0.92,25.50,0.95
2025,横浜Ｆ・マリノス,井上　健太,MF,28,0,3,24.34,1.60,8.66,0.57,,
2025,横浜Ｆ・マリノス,谷村　海那,FW,15,6,0,,,14.19,1.28,14.61,1.31
2025,横浜Ｆ・マリノス,角田　涼太朗,DF,11,2,0,,,,,5.25,0.56
2025,横浜Ｆ・マリノス,山根　陸,MF,29,1,2,30.35,1.48,12.15,0.59,,
2025,横浜Ｆ・マリノス,エウベル,FW,18,1,0,,,9.38,1.20,,
2025,横浜Ｆ・マリノス,加藤　蓮,DF,27,0,2,29.57,1.30,,,,
2025,横浜Ｆ・マリノス,ヤン　マテウス,FW,24,5,3,35.29,1.85,18.38,0.96,16.58,0.87
2025,横浜Ｆ・マリノス,ジェイソン　キニョーネス,DF,22,2,0,,,,,3.87,0.19
2025,横浜Ｆ・マリノス,ディーン　デイビッド,FW,11,3,0,,,,,8.97,2.67
2025,名古屋グランパス,稲垣　祥,MF,38,11,5,47.99,1.26,34.69,0.91,20.15,0.53
2025,名古屋グランパス,マテウス　カストロ,FW,25,5,2,20.34,1.11,39.71,2.16,15.37,0.84
2025,名古屋グランパス,森島　司,MF,36,1,4,30.25,1.25,11.47,0.47,,
2025,名古屋グランパス,山岸　祐也,FW,28,3,0,,,16.07,0.99,9.52,0.59
2025,名古屋グランパス,和泉　竜司,MF,37,4,0,37.51,1.20,26.33,0.84,10.74,0.34
2025,名古屋グランパス,原　輝綺,DF,29,3,0,28.44,1.18,,,11.99,0.50
2025,名古屋グランパス,椎橋　慧也,MF,28,2,1,27.12,1.15,9.45,0.40,4.48,0.19
2025,名古屋グランパス,徳元　悠平,DF,24,2,0,22.33,1.33,,,5.42,0.32
2025,名古屋グランパス,中山　克広,MF,26,0,2,28.41,1.49,,,,
2025,名古屋グランパス,浅野　雄也,MF,25,0,0,,,9.08,1.09,,
2025,名古屋グランパス,佐藤　瑶大,DF,27,5,0,25.94,0.99,12.97,0.49,8.97,0.34
2025,名古屋グランパス,菊地　泰智,MF,20,1,0,,,,,5.01,0.78
2025,名古屋グランパス,木村　勇大,FW,14,1,0,,,13.29,1.91,,
2025,名古屋グランパス,永井　謙佑,FW,36,2,2,26.34,1.33,21.02,1.06,4.31,0.22
2025,ガンバ大阪,中谷　進之介,DF,35,2,0,46.94,1.38,,,3.84,0.11
2025,ガンバ大阪,福岡　将太,DF,34,1,0,39.58,1.22,,,,
2025,ガンバ大阪,岸本　武流,DF,24,4,0,,,,,10.36,1.51
2025,ガンバ大阪,黒川　圭介,DF,37,2,2,53.31,1.63,8.60,0.26,7.93,0.24
2025,ガンバ大阪,満田　誠,FW,35,2,0,54.21,1.84,23.69,0.81,6.40,0.22
2025,ガンバ大阪,鈴木　徳真,MF,33,0,0,30.95,1.46,,,,
2025,ガンバ大阪,半田　陸,DF,38,1,3,63.64,1.68,10.11,0.27,,
2025,ガンバ大阪,安部　柊斗,MF,15,2,1,30.56,2.20,13.98,1.00,8.19,0.59
2025,ガンバ大阪,ファン　アラーノ,MF,27,1,7,30.49,2.18,14.78,1.06,,
2025,ガンバ大阪,山下　諒也,FW,34,7,1,41.40,1.66,29.79,1.20,21.29,0.85
2025,ガンバ大阪,イッサム　ジェバリ,FW,29,7,0,,,32.75,2.05,17.74,1.11
2025,ガンバ大阪,デニス　ヒュメット,FW,29,7,0,,,42.85,2.19,23.55,1.20
2025,ガンバ大阪,倉田　秋,MF,25,4,0,,,16.15,1.32,12.98,1.06
2025,ガンバ大阪,宇佐美　貴史,FW,29,8,2,49.41,2.30,41.43,1.93,20.14,0.94
2025,ヴィッセル神戸,扇原　貴宏,MF,36,2,3,44.24,1.36,14.96,0.46,9.49,0.29
2025,ヴィッセル神戸,武藤　嘉紀,MF,19,1,0,,,13.12,0.95,3.06,0.22
2025,ヴィッセル神戸,汰木　康也,MF,24,2,0,,,,,6.56,0.65
2025,ヴィッセル神戸,井手口　陽介,MF,30,1,2,35.90,1.27,29.69,1.05,4.06,0.14
2025,ヴィッセル神戸,広瀬　陸斗,DF,28,0,1,25.76,1.36,,,,
2025,ヴィッセル神戸,山川　哲史,DF,38,0,0,33.99,0.91,,,,
2025,ヴィッセル神戸,宮代　大聖,FW,34,11,4,48.47,1.55,32.30,1.04,32.82,1.05
2025,ヴィッセル神戸,永戸　勝也,DF,19,0,0,,,9.45,0.59,,
2025,ヴィッセル神戸,佐々木　大樹,MF,31,5,8,46.10,1.86,28.41,1.15,21.86,0.88
2025,ヴィッセル神戸,エリキ,FW,29,9,4,37.04,1.87,20.14,1.02,20.87,1.05
2025,ヴィッセル神戸,鍬先　祐弥,MF,30,1,0,,,8.88,0.44,,
2025,ヴィッセル神戸,マテウス　トゥーレル,DF,32,2,2,32.48,1.08,11.48,0.38,5.19,0.17
2025,ヴィッセル神戸,酒井　高徳,DF,31,1,1,44.21,1.69,,,3.23,0.12
2025,ヴィッセル神戸,大迫　勇也,FW,31,8,3,40.68,1.75,37.69,1.62,18.48,0.79
2025,サンフレッチェ広島,塩谷　司,DF,36,2,1,50.64,1.62,,,4.38,0.14
2025,サンフレッチェ広島,佐々木　翔,DF,37,1,0,51.80,1.44,,,,
2025,サンフレッチェ広島,前田　直輝,FW,27,2,0,,,22.43,2.03,,
2025,サンフレッチェ広島,木下　康介,FW,20,6,0,,,19.04,1.99,9.05,0.95
2025,サンフレッチェ広島,川辺　駿,MF,37,3,2,47.97,1.39,22.15,0.64,10.13,0.29
2025,サンフレッチェ広島,加藤　陸次樹,FW,35,3,2,31.05,1.38,20.96,0.93,11.35,0.51
2025,サンフレッチェ広島,ジャーメイン　良,FW,36,4,3,41.12,1.22,34.30,1.02,3.87,0.12
2025,サンフレッチェ広島,荒木　隼人,DF,37,3,1,30.73,0.88,17.79,0.51,5.08,0.15
2025,サンフレッチェ広島,ヴァレール　ジェルマン,FW,24,3,0,,,,,7.58,0.91
2025,サンフレッチェ広島,東　俊希,MF,35,3,1,35.86,1.55,14.33,0.62,9.03,0.39
2025,サンフレッチェ広島,新井　直人,DF,27,4,0,,,,,15.48,1.08
2025,サンフレッチェ広島,田中　聡,MF,28,1,1,39.37,1.55,16.64,0.66,,
2025,サンフレッチェ広島,中村　草太,FW,32,6,6,46.59,1.97,20.22,0.85,16.39,0.69
2025,サンフレッチェ広島,中野　就斗,DF,37,1,1,48.38,1.54,17.41,0.55,,
2025,Ｖ・ファーレン長崎,澤田　崇,MF,25,2,0,,,10.84,0.84,,
2025,Ｖ・ファーレン長崎,新井　一耀,DF,28,1,0,28.37,1.09,,,,
2025,Ｖ・ファーレン長崎,増山　朝陽,MF,22,5,6,36.67,2.20,21.09,1.27,20.26,1.22
2025,Ｖ・ファーレン長崎,米田　隼也,DF,32,3,5,34.65,1.74,,,6.87,0.34
2025,Ｖ・ファーレン長崎,フアンマ　デルガド,FW,19,7,0,,,32.67,2.69,19.08,1.57
2025,Ｖ・ファーレン長崎,翁長　聖,MF,15,2,0,,,,,7.96,0.54
2025,Ｖ・ファーレン長崎,江川　湧清,DF,18,1,0,,,9.40,0.55,,
2025,Ｖ・ファーレン長崎,マテウス　ジェズス,MF,38,19,6,73.73,1.95,89.43,2.37,46.60,1.23
2025,Ｖ・ファーレン長崎,高畑　奎汰,DF,19,0,3,36.10,2.60,,,,
2025,Ｖ・ファーレン長崎,照山　颯人,DF,32,0,1,33.18,1.18,,,,
2025,Ｖ・ファーレン長崎,エジガル　ジュニオ,FW,19,5,0,,,24.21,2.38,16.38,1.61
2025,Ｖ・ファーレン長崎,笠柳　翼,MF,25,3,6,27.81,3.07,23.81,2.63,11.26,1.24
2025,Ｖ・ファーレン長崎,マルコス　ギリェルメ,MF,20,3,4,25.87,1.90,17.35,1.27,9.40,0.69
2025,Ｖ・ファーレン長崎,松本　天夢,MF,29,3,1,26.48,1.71,15.40,0.99,9.52,0.61
2025,Ｖ・ファーレン長崎,山口　蛍,MF,32,3,3,56.88,1.89,17.60,0.58,7.58,0.25
2025,横浜ＦＣ,福森　晃斗,DF,28,0,2,40.46,1.80,,,,
2025,横浜ＦＣ,鈴木　武蔵,FW,22,2,0,,,11.05,0.83,8.39,0.63
2025,横浜ＦＣ,アダイウトン,FW,13,3,0,,,8.53,1.25,12.31,1.80
2025,横浜ＦＣ,伊藤　槙人,DF,28,2,0,16.83,0.74,5.92,0.26,4.45,0.19
2025,横浜ＦＣ,ルキアン,FW,31,3,0,,,7.91,0.34,9.69,0.42
2025,横浜ＦＣ,山田　康太,FW,32,2,1,21.41,0.75,10.64,0.37,4.28,0.15
2025,横浜ＦＣ,山根　永遠,MF,30,1,3,27.29,1.26,12.13,0.56,4.14,0.19
2025,横浜ＦＣ,ンドカ　ボニフェイス,DF,37,2,0,24.24,0.66,,,3.84,0.11
2025,横浜ＦＣ,ユーリ　ララ,MF,32,1,0,18.72,0.73,14.35,0.56,,
2025,横浜ＦＣ,櫻川　ソロモン,FW,35,4,3,17.06,0.88,31.99,1.64,9.00,0.46
2025,横浜ＦＣ,新保　海鈴,DF,34,0,2,36.11,1.28,,,,
2025,横浜ＦＣ,小倉　陽太,MF,24,1,0,,,,,3.37,0.22
2025,横浜ＦＣ,室井　彗佑,FW,16,2,0,,,6.99,1.00,3.84,0.55
2025,横浜ＦＣ,ジョアン　パウロ,FW,21,1,1,20.92,1.48,15.18,1.07,,
2025,横浜ＦＣ,駒井　善成,MF,21,0,1,17.71,1.09,,,,
2025,湘南ベルマーレ,鈴木　雄斗,MF,36,2,1,56.04,1.78,13.56,0.43,6.98,0.22
2025,湘南ベルマーレ,小野瀬　康介,MF,32,2,6,39.70,1.45,18.56,0.68,9.47,0.35
2025,湘南ベルマーレ,奥野　耕平,MF,31,2,1,19.07,0.87,,,5.70,0.26
2025,湘南ベルマーレ,太田　修介,FW,10,1,0,,,10.92,1.43,3.49,0.46
2025,湘南ベルマーレ,池田　昌生,MF,24,1,0,,,11.25,0.97,,
2025,湘南ベルマーレ,小田　裕太郎,FW,22,1,0,,,9.68,0.97,4.45,0.45
2025,湘南ベルマーレ,福田　翔生,FW,18,4,2,21.37,1.45,20.42,1.39,11.04,0.75
2025,湘南ベルマーレ,畑　大雅,DF,20,0,3,31.05,1.72,,,,
2025,湘南ベルマーレ,藤井　智也,MF,30,0,0,37.03,1.61,8.70,0.38,,
2025,湘南ベルマーレ,平岡　大陽,MF,28,4,1,23.99,1.29,22.89,1.23,9.51,0.51
2025,湘南ベルマーレ,二田　理央,FW,13,1,0,,,,,5.24,0.82
2025,湘南ベルマーレ,鈴木　淳之介,DF,21,0,0,32.81,1.59,,,,
2025,湘南ベルマーレ,鈴木　章斗,FW,37,9,4,34.03,1.05,40.18,1.24,23.17,0.72
2025,湘南ベルマーレ,ルイス　フェリッピ,FW,20,4,0,,,11.47,1.91,14.90,2.48
2025,湘南ベルマーレ,茨田　陽生,MF,27,0,0,16.65,1.46,,,,
2025,アルビレックス新潟,堀米　悠斗,DF,26,1,1,31.20,1.67,,,4.45,0.24
2025,アルビレックス新潟,白井　永地,MF,15,2,0,20.19,1.35,9.20,0.62,5.31,0.36
2025,アルビレックス新潟,星　雄次,MF,20,0,0,25.41,1.53,,,,
2025,アルビレックス新潟,谷口　海斗,FW,28,2,0,,,19.61,1.09,4.15,0.23
2025,アルビレックス新潟,秋山　裕紀,MF,15,0,0,20.03,1.72,,,,
2025,アルビレックス新潟,藤原　奏哉,MF,34,0,1,38.67,1.14,,,,
2025,アルビレックス新潟,矢村　健,FW,23,4,0,,,20.37,3.41,8.47,1.42
2025,アルビレックス新潟,若月　大和,FW,8,1,0,,,,,3.49,2.46
2025,アルビレックス新潟,長谷川　元希,MF,38,7,4,44.09,1.28,29.62,0.86,20.54,0.60
2025,アルビレックス新潟,橋本　健人,DF,27,0,2,43.47,2.27,12.26,0.64,,
2025,アルビレックス新潟,小見　洋太,FW,16,2,0,,,11.19,1.06,,
2025,アルビレックス新潟,笠井　佳祐,MF,20,2,0,,,,,7.87,1.11
2025,アルビレックス新潟,稲村　隼翔,DF,16,1,1,27.43,1.80,,,,
2025,アルビレックス新潟,ダニーロ　ゴメス,MF,17,3,0,,,15.01,2.02,10.81,1.45
2025,アルビレックス新潟,奥村　仁,MF,36,3,2,31.89,1.41,14.44,0.64,9.72,0.43
2025,アルビレックス新潟,ブーダ,FW,13,0,0,,,15.53,1.58,,
2025,アルビレックス新潟,マテウス　モラエス,FW,12,3,0,,,12.64,1.86,13.14,1.94
2025,アルビレックス新潟,舞行龍ジェームズ,DF,31,1,0,38.02,1.32,,,,
2025,ジュビロ磐田,為田　大貴,MF,28,0,1,27.21,1.44,,,,
2025,ジュビロ磐田,松原　后,DF,37,3,1,42.68,1.27,21.21,0.63,,
2025,ジュビロ磐田,上原　力也,MF,36,0,5,48.79,1.64,26.88,0.90,,
2025,ジュビロ磐田,金子　大毅,MF,35,4,0,25.17,1.16,,,11.78,0.54
2025,ジュビロ磐田,中村　駿,MF,22,0,1,22.18,1.31,,,,
2025,ジュビロ磐田,倍井　謙,MF,38,6,3,68.87,2.17,39.41,1.24,18.56,0.58
2025,ジュビロ磐田,角　昂志郎,MF,34,4,2,35.14,1.69,31.16,1.50,18.33,0.88
2025,ジュビロ磐田,渡邉　りょう,FW,30,6,0,,,18.73,1.07,13.69,0.78
2025,ジュビロ磐田,川﨑　一輝,DF,30,3,0,,,12.89,1.87,13.58,1.97
2025,ジュビロ磐田,佐藤　凌我,FW,30,4,0,,,22.95,1.59,10.86,0.75
2025,ジュビロ磐田,ジョルディ　クルークス,MF,26,3,9,62.61,2.50,25.09,1.00,,
2025,ジュビロ磐田,江﨑　巧朗,DF,34,0,0,46.12,1.41,,,,
2025,ジュビロ磐田,リカルド　グラッサ,DF,27,2,3,29.30,1.15,,,6.71,0.26
2025,ジュビロ磐田,川合　徳孟,MF,21,2,0,,,,,8.36,1.42
2025,ジュビロ磐田,マテウス　ペイショット,FW,33,10,0,,,19.43,1.08,20.42,1.13
2025,ジュビロ磐田,グスタボ　シルバ,MF,10,3,0,,,14.21,2.17,5.81,0.89
2025,北海道コンサドーレ札幌,荒野　拓馬,MF,24,2,0,24.32,1.63,16.76,1.12,5.56,0.37
2025,北海道コンサドーレ札幌,青木　亮太,MF,32,4,5,42.49,1.81,27.47,1.17,16.23,0.69
2025,北海道コンサドーレ札幌,長谷川　竜也,MF,28,0,2,24.04,1.80,,,,
2025,北海道コンサドーレ札幌,スパチョーク,MF,31,2,3,36.59,1.80,21.60,1.06,7.06,0.35
2025,北海道コンサドーレ札幌,白井　陽斗,FW,28,3,0,,,21.23,1.42,9.93,0.66
2025,北海道コンサドーレ札幌,髙尾　瑠,DF,35,0,3,50.68,1.47,,,,
2025,北海道コンサドーレ札幌,高嶺　朋樹,MF,35,10,3,56.95,1.65,32.15,0.93,40.79,1.18
2025,北海道コンサドーレ札幌,西野　奨太,DF,30,0,2,33.36,1.19,,,,
2025,北海道コンサドーレ札幌,家泉　怜依,DF,26,5,0,28.64,1.48,16.09,0.83,11.87,0.61
2025,北海道コンサドーレ札幌,近藤　友喜,MF,32,5,5,56.03,2.01,36.68,1.32,13.13,0.47
2025,北海道コンサドーレ札幌,田中　克幸,MF,22,1,0,22.74,1.95,18.57,1.59,,
2025,北海道コンサドーレ札幌,原　康介,MF,15,2,0,,,,,5.20,1.02
2025,北海道コンサドーレ札幌,アマドゥ　バカヨコ,FW,32,7,0,,,20.44,1.05,16.34,0.84
2025,北海道コンサドーレ札幌,マリオ　セルジオ,FW,15,4,0,,,13.72,2.10,8.90,1.36
2025,サガン鳥栖,酒井　宣福,FW,13,3,0,,,,,6.55,1.05
2025,サガン鳥栖,山田　寛人,FW,23,6,0,,,18.49,1.24,15.45,1.04
2025,サガン鳥栖,森下　怜哉,DF,25,2,0,22.92,1.03,,,,
2025,サガン鳥栖,松本　凪生,MF,27,1,0,22.22,1.39,10.89,0.68,,
2025,サガン鳥栖,西澤　健太,MF,32,3,3,43.47,1.76,29.50,1.20,10.26,0.42
2025,サガン鳥栖,西川　潤,MF,35,6,3,41.61,1.59,15.03,0.58,15.34,0.59
2025,サガン鳥栖,櫻井　辰徳,MF,36,0,2,39.77,1.55,13.44,0.53,,
2025,サガン鳥栖,新井　晴樹,MF,38,3,3,66.54,1.83,16.22,0.45,11.17,0.31
2025,サガン鳥栖,小川　大空,DF,38,0,0,47.03,1.26,,,,
2025,サガン鳥栖,西矢　健人,MF,35,2,2,31.71,1.28,20.85,0.84,7.44,0.30
2025,サガン鳥栖,井上　太聖,DF,38,2,1,62.40,1.66,,,5.84,0.16
2025,サガン鳥栖,鈴木　大馳,FW,22,2,0,,,13.25,2.78,6.31,1.32
2025,サガン鳥栖,長澤　シヴァタファリ,DF,25,2,0,,,,,5.87,0.29
2025,サガン鳥栖,ヴィキンタス　スリヴカ,MF,34,2,3,43.43,1.64,24.76,0.94,,
2025,サガン鳥栖,新川　志音,FW,33,5,0,,,21.58,1.79,11.90,0.99
2025,徳島ヴォルティス,渡　大生,FW,34,5,0,,,23.14,1.04,15.91,0.72
2025,徳島ヴォルティス,杉本　太郎,MF,32,2,3,37.27,1.54,21.64,0.89,7.42,0.31
2025,徳島ヴォルティス,エウシーニョ,DF,34,3,1,39.59,1.42,15.80,0.57,8.72,0.31
2025,徳島ヴォルティス,坪井　清志郎,FW,19,1,0,,,11.99,2.15,6.14,1.10
2025,徳島ヴォルティス,山越　康平,DF,30,0,1,36.57,1.28,9.88,0.35,,
2025,徳島ヴォルティス,児玉　駿斗,MF,33,2,3,48.81,1.53,22.81,0.72,7.69,0.24
2025,徳島ヴォルティス,山田　奈央,DF,35,0,0,22.81,0.68,,,,
2025,徳島ヴォルティス,高木　友也,DF,37,4,5,41.42,1.34,27.99,0.90,13.24,0.43
2025,徳島ヴォルティス,トニー　アンデルソン,FW,25,3,0,,,30.84,2.86,8.57,0.79
2025,徳島ヴォルティス,鹿沼　直生,MF,34,3,2,42.16,1.27,20.73,0.63,10.77,0.33
2025,徳島ヴォルティス,髙田　颯也,MF,30,0,1,32.19,4.94,,,,
2025,徳島ヴォルティス,青木　駿人,DF,32,0,1,36.48,1.20,,,,
2025,徳島ヴォルティス,ルーカス　バルセロス,FW,32,14,4,33.20,1.47,54.74,2.42,42.81,1.90
2025,徳島ヴォルティス,ジョアン　ヴィクトル,FW,8,3,0,,,,,7.37,1.55
2025,大分トリニータ,野村　直輝,MF,26,2,1,24.81,1.52,10.33,0.63,6.03,0.37
2025,大分トリニータ,伊佐　耕平,FW,33,1,2,20.11,1.06,17.14,0.91,2.62,0.14
2025,大分トリニータ,野嶽　惇也,MF,32,0,0,19.85,0.76,,,,
2025,大分トリニータ,有馬　幸太郎,FW,27,5,1,21.51,0.83,24.34,0.94,15.15,0.58
2025,大分トリニータ,鮎川　峻,FW,22,1,0,,,,,3.22,0.36
2025,大分トリニータ,榊原　彗悟,MF,32,1,0,33.20,1.17,19.83,0.70,5.21,0.18
2025,大分トリニータ,池田　廉,MF,24,1,0,,,8.82,0.65,3.38,0.25
2025,大分トリニータ,天笠　泰輝,MF,38,1,0,39.89,1.12,19.15,0.54,4.06,0.11
2025,大分トリニータ,宇津元　伸弥,FW,36,1,4,27.13,1.24,17.43,0.80,2.93,0.13
2025,大分トリニータ,ペレイラ,DF,33,0,1,26.88,0.89,6.77,0.22,,
2025,大分トリニータ,デルラン,DF,36,2,2,35.92,1.03,8.62,0.25,,
2025,大分トリニータ,吉田　真那斗,DF,31,1,0,34.15,1.28,17.59,0.66,,
2025,大分トリニータ,有働　夢叶,FW,11,1,0,,,,,2.69,0.57
2025,大分トリニータ,グレイソン,FW,14,2,0,,,,,3.27,0.33
2025,ベガルタ仙台,エロン,FW,24,3,0,,,24.11,1.84,10.63,0.81
2025,ベガルタ仙台,郷家　友太,MF,37,10,5,31.76,0.97,36.66,1.12,24.49,0.75
2025,ベガルタ仙台,真瀬　拓海,DF,38,0,6,55.10,1.65,12.11,0.36,,
2025,ベガルタ仙台,相良　竜之介,MF,24,4,2,31.19,1.66,46.44,2.46,14.66,0.78
2025,ベガルタ仙台,武田　英寿,MF,34,2,3,46.34,1.89,15.83,0.65,5.94,0.24
2025,ベガルタ仙台,菅田　真啓,DF,36,2,1,39.91,1.14,13.75,0.39,,
2025,ベガルタ仙台,鎌田　大夢,MF,38,0,3,65.72,1.94,14.16,0.42,,
2025,ベガルタ仙台,荒木　駿太,FW,36,3,3,36.03,1.22,25.96,0.88,6.51,0.22
2025,ベガルタ仙台,宮崎　鴻,FW,32,8,3,28.99,1.39,40.98,1.97,26.48,1.27
2025,ベガルタ仙台,小林　心,FW,15,3,0,,,,,7.70,1.42
2025,ベガルタ仙台,オナイウ　情滋,MF,17,2,0,,,,,9.26,0.92
2025,ベガルタ仙台,髙田　椋汰,DF,21,2,0,,,,,10.21,0.96
2025,ベガルタ仙台,井上　詩音,DF,36,1,0,46.25,1.30,,,,
2025,ベガルタ仙台,石尾　陸登,DF,30,2,2,40.86,1.92,13.71,0.64,6.67,0.31
